0,1,2,3,4,5,6,7,8,9
0.996938775510204,0.9973568281938326,0.9835271317829457,0.995049504950495,0.9959266802443992,0.9910313901345291,0.964509394572025,0.9727626459143969,0.9722792607802875,0.9633300297324083
0.9948979591836735,1.0,0.9476744186046512,0.9871287128712871,1.0,0.9932735426008968,0.9551148225469729,0.9717898832684825,0.8737166324435318,0.040634291377601585
0.0,0.824669603524229,0.9951550387596899,0.0,0.0,0.0033632286995515697,0.9279749478079332,0.0,0.0,0.0
0.6428571428571429,0.0,0.0,0.9287128712871288,0.939918533604888,0.011210762331838564,0.9175365344467641,0.013618677042801557,0.9784394250513347,0.0
0.996938775510204,0.9629955947136564,0.7916666666666666,0.7960396039603961,0.9877800407331976,0.9932735426008968,0.7985386221294363,0.9484435797665369,0.0,0.0
0.9938775510204082,0.9444933920704845,0.8575581395348837,0.9841584158415841,0.9969450101832994,0.9428251121076233,0.8434237995824635,0.7402723735408561,0.13039014373716631,0.002973240832507433
0.9857142857142858,0.9797356828193833,0.9718992248062015,0.8356435643564356,0.9694501018329938,0.9652466367713004,0.9624217118997912,0.9484435797665369,0.8819301848049281,0.13082259663032705
0.9734693877551021,0.9903083700440528,0.9680232558139535,0.8643564356435643,0.9816700610997964,0.9327354260089686,0.9582463465553236,0.938715953307393,0.9281314168377823,0.040634291377601585
0.9928571428571429,0.9920704845814978,0.9660852713178295,0.9435643564356435,0.9806517311608961,0.9618834080717489,0.9321503131524008,0.9426070038910506,0.8531827515400411,0.09910802775024777
0.9908163265306122,0.9770925110132158,0.9738372093023255,0.8742574257425743,0.9755600814663951,0.9674887892376681,0.9478079331941545,0.9610894941634242,0.944558521560575,0.08523290386521308
0.9908163265306122,0.9911894273127754,0.9573643410852714,0.9316831683168317,0.984725050916497,0.9775784753363229,0.9363256784968684,0.9610894941634242,0.9353182751540041,0.03865213082259663
0.9928571428571429,0.9903083700440528,0.9631782945736435,0.9623762376237623,0.9826883910386965,0.976457399103139,0.9279749478079332,0.958171206225681,0.9312114989733059,0.07928642220019821
0.986734693877551,0.9929515418502203,0.9418604651162791,0.9673267326732673,0.9877800407331976,0.9854260089686099,0.9206680584551148,0.9698443579766537,0.9086242299794661,0.010901883052527254
0.9877551020408163,0.9823788546255506,0.9777131782945736,0.9376237623762376,0.9826883910386965,0.9876681614349776,0.9519832985386222,0.9562256809338522,0.9301848049281314,0.07730426164519326
