0,1,2,3,4,5,6,7,8,9
0.604,0.873,0.173,0.62,0.632,0.517,0.419,0.526,0.594,0.42
0.499,0.925,0.201,0.599,0.612,0.46,0.302,0.479,0.514,0.0
0.528,0.199,0.668,0.124,0.035,0.399,0.769,0.453,0.752,0.0
0.493,0.775,0.005,0.421,0.578,0.503,0.1,0.673,0.593,0.0
0.493,0.775,0.005,0.421,0.578,0.503,0.1,0.673,0.593,0.0
0.493,0.775,0.005,0.421,0.578,0.503,0.1,0.673,0.593,0.0
